t,x,y,theta
0.0000,513,433,-0.9176
0.0400,519,438,-0.9044
0.0800,538,457,-0.8580
0.1200,567,489,-0.7829
0.1600,613,530,-0.6758
0.2000,674,573,-0.5461
0.2400,751,612,-0.3960
0.2800,841,640,-0.2319
0.3200,938,653,-0.0611
0.3600,1035,650,0.1085
0.4000,1127,631,0.2730
0.4400,1207,601,0.4229
0.4800,1274,565,0.5564
0.5200,1327,528,0.6698
0.5600,1365,495,0.7581
0.6000,1390,470,0.8201
0.6400,1401,455,0.8526
0.6800,1403,453,0.8576
0.7200,1391,465,0.8278
0.7600,1367,489,0.7679
0.8000,1329,524,0.6769
0.8400,1277,563,0.5627
0.8800,1208,602,0.4237
0.9200,1126,633,0.2704
0.9600,1033,651,0.1049
1.0000,938,654,-0.0610
1.0400,845,641,-0.2247
1.0800,759,616,-0.3805
1.1200,687,582,-0.5187
1.1600,628,545,-0.6394
1.2000,584,509,-0.7377
1.2400,553,481,-0.8098
1.2800,536,461,-0.8551
1.3200,530,453,-0.8723
1.3600,536,458,-0.8590
1.4000,554,477,-0.8136
1.4400,584,505,-0.7424
1.4800,629,543,-0.6400
1.5200,689,582,-0.5157
1.5600,764,618,-0.3712
1.6000,851,643,-0.2138
1.6400,943,654,-0.0523
1.6800,1036,650,0.1103
1.7200,1124,633,0.2670
1.7600,1201,604,0.4111
1.8000,1265,571,0.5374
1.8400,1316,537,0.6449
1.8800,1352,506,0.7282
1.9200,1376,484,0.7854
1.9600,1387,471,0.8152
2.0000,1386,471,0.8140
2.0400,1374,483,0.7842
2.0800,1349,505,0.7255
2.1200,1310,538,0.6354
2.1600,1257,574,0.5226
2.2000,1189,609,0.3883
2.2400,1108,637,0.2382
2.2800,1020,652,0.0821
2.3200,929,652,-0.0769
2.3600,841,639,-0.2323
2.4000,760,615,-0.3795
2.4400,692,583,-0.5103
2.4800,637,549,-0.6227
2.5200,596,517,-0.7130
2.5600,568,492,-0.7780
2.6000,552,475,-0.8185
2.6400,548,470,-0.8296
2.6800,556,477,-0.8112
2.7200,576,495,-0.7644
2.7600,608,524,-0.6892
2.8000,655,559,-0.5870
2.8400,715,594,-0.4660
2.8800,789,625,-0.3262
2.9200,873,645,-0.1755
2.9600,961,653,-0.0210
3.0000,1049,647,0.1335
3.0400,1131,629,0.2807
3.0800,1203,602,0.4157
3.1200,1263,571,0.5344
3.1600,1309,540,0.6319
3.2000,1341,513,0.7056
3.2400,1363,496,0.7544
3.2800,1372,487,0.7767
3.3200,1369,489,0.7705
3.3600,1353,503,0.7331
3.4000,1325,525,0.6703
3.4400,1284,557,0.5787
3.4800,1228,591,0.4636
3.5200,1159,620,0.3323
3.5600,1080,643,0.1881
3.6000,994,653,0.0367
3.6400,907,650,-0.1155
3.6800,826,635,-0.2594
3.7200,751,611,-0.3967
3.7600,690,581,-0.5150
3.8000,640,551,-0.6164
3.8400,605,522,-0.6954
3.8800,580,502,-0.7510
3.9200,569,490,-0.7792
3.9600,568,489,-0.7817
4.0000,579,498,-0.7570
4.0400,604,517,-0.7024
4.0800,639,545,-0.6239
4.1200,687,578,-0.5222
4.1600,749,609,-0.4012
4.2000,823,634,-0.2649
4.2400,905,649,-0.1192
4.2800,990,652,0.0298
4.3200,1072,643,0.1744
4.3600,1148,624,0.3118
4.4000,1213,599,0.4339
4.4400,1267,570,0.5413
4.4800,1307,542,0.6270
4.5200,1336,521,0.6898
4.5600,1353,507,0.7284
4.6000,1357,503,0.7383
4.6400,1349,509,0.7208
4.6800,1329,525,0.6758
4.7200,1297,550,0.6045
4.7600,1251,579,0.5091
4.8000,1192,609,0.3932
4.8400,1122,634,0.2632
4.8800,1043,650,0.1224
4.9200,959,654,-0.0244
4.9600,877,647,-0.1680
5.0000,801,629,-0.3041
5.0400,734,604,-0.4286
5.0800,680,576,-0.5345
5.1200,637,548,-0.6237
5.1600,607,525,-0.6894
5.2000,588,509,-0.7326
5.2400,581,503,-0.7486
5.2800,585,506,-0.7399
5.3200,602,519,-0.7028
5.3600,631,540,-0.6404
5.4000,671,568,-0.5551
5.4400,724,599,-0.4481
5.4800,790,625,-0.3245
5.5200,865,645,-0.1892
5.5600,946,653,-0.0472
5.6000,1026,651,0.0927
5.6400,1104,638,0.2310
5.6800,1173,617,0.3571
5.7200,1231,591,0.4683
5.7600,1277,564,0.5618
5.8000,1312,541,0.6351
5.8400,1335,524,0.6851
5.8800,1345,516,0.7075
5.9200,1344,516,0.7062
5.9600,1330,527,0.6750
6.0000,1304,545,0.6196
6.0400,1266,571,0.5389
6.0800,1215,599,0.4370
6.1200,1152,625,0.3179
6.1600,1078,644,0.1844
6.2000,999,654,0.0453
6.2400,919,652,-0.0943
6.2800,843,640,-0.2285
6.3200,773,620,-0.3553
6.3600,714,594,-0.4675
6.4000,667,568,-0.5610
6.4400,631,545,-0.6352
6.4800,607,526,-0.6883
6.5200,595,515,-0.7165
6.5600,594,514,-0.7190
6.6000,604,522,-0.6967
6.6400,627,539,-0.6470
6.6800,661,562,-0.5754
6.7200,708,589,-0.4808
6.7600,766,616,-0.3692
6.8000,835,638,-0.2429
6.8400,911,651,-0.1083
6.8800,989,654,0.0279
6.9200,1066,646,0.1631
6.9600,1137,629,0.2908
7.0000,1198,606,0.4049
7.0400,1249,581,0.5044
7.0800,1288,557,0.5846
7.1200,1316,539,0.6428
7.1600,1331,527,0.6764
7.2000,1335,524,0.6851
7.2400,1327,530,0.6676
7.2800,1306,544,0.6235
7.3200,1273,565,0.5549
7.3600,1229,592,0.4644
7.4000,1172,617,0.3555
7.4400,1104,638,0.2310
7.4800,1030,651,0.0997
7.5200,953,654,-0.0349
7.5600,877,647,-0.1680
7.6000,807,630,-0.2936
7.6400,745,608,-0.4083
7.6800,695,583,-0.5057
7.7200,656,558,-0.5865
7.7600,627,540,-0.6459
7.8000,611,527,-0.6818
7.8400,606,522,-0.6941
7.8800,612,526,-0.6816
7.9200,629,539,-0.6442
7.9600,658,557,-0.5846
8.0000,698,583,-0.5012
8.0400,750,609,-0.3996
8.0800,814,631,-0.2814
8.1200,884,647,-0.1560
8.1600,959,653,-0.0245
8.2000,1034,650,0.1068
8.2400,1105,637,0.2331
8.2800,1169,618,0.3500
8.3200,1222,595,0.4511
8.3600,1264,571,0.5359
8.4000,1296,552,0.6011
8.4400,1315,539,0.6414
8.4800,1323,533,0.6589
8.5200,1319,535,0.6512
8.5600,1304,546,0.6186
8.6000,1275,563,0.5597
8.6400,1236,587,0.4793
8.6800,1185,611,0.3805
8.7200,1123,633,0.2653
8.7600,1053,647,0.1404
8.8000,979,654,0.0105
8.8400,905,650,-0.1189
8.8800,835,637,-0.2433
8.9200,772,619,-0.3575
8.9600,720,595,-0.4574
9.0000,678,571,-0.5419
9.0400,647,553,-0.6044
9.0800,627,538,-0.6480
9.1200,618,531,-0.6679
9.1600,620,532,-0.6641
9.2000,634,541,-0.6351
9.2400,659,557,-0.5831
9.2800,694,579,-0.5107
9.3200,741,604,-0.4175
9.3600,799,626,-0.3090
9.4000,866,643,-0.1881
9.4400,937,652,-0.0630
9.4800,1009,651,0.0631
9.5200,1079,642,0.1867
9.5600,1143,626,0.3024
9.6000,1198,605,0.4056
9.6400,1243,583,0.4935
9.6800,1277,564,0.5618
9.7200,1299,550,0.6074
9.7600,1311,542,0.6327
9.8000,1310,542,0.6312
9.8400,1298,550,0.6060
9.8800,1274,565,0.5564
9.9200,1238,584,0.4849
9.9600,1192,608,0.3938
10.0000,1134,629,0.2858
10.0400,1068,645,0.1669
10.0800,998,653,0.0437
10.1200,926,652,-0.0821
10.1600,858,642,-0.2022
10.2000,795,625,-0.3162
10.2400,741,605,-0.4168
10.2800,698,582,-0.5020
10.3200,664,564,-0.5691
10.3600,642,549,-0.6156
10.4000,631,540,-0.6404
10.4400,630,539,-0.6428
10.4800,640,546,-0.6215
10.5200,662,560,-0.5759
10.5600,694,578,-0.5115
10.6000,737,601,-0.4260
10.6400,790,623,-0.3256
10.6800,853,640,-0.2115
10.7200,921,651,-0.0910
10.7600,990,652,0.0298
10.8000,1059,646,0.1511
10.8400,1123,632,0.2658
10.8800,1179,613,0.3694
10.9200,1224,592,0.4566
10.9600,1261,574,0.5287
11.0000,1285,559,0.5783
11.0400,1299,550,0.6074
11.0800,1301,549,0.6113
11.1200,1292,555,0.5924
11.1600,1271,568,0.5491
11.2000,1238,585,0.4841
11.2400,1195,607,0.3994
11.2800,1141,627,0.2985
11.3200,1079,643,0.1864
11.3600,1012,652,0.0682
11.4000,943,653,-0.0524
11.4400,875,645,-0.1720
11.4800,813,631,-0.2831
11.5200,759,612,-0.3831
11.5600,714,591,-0.4699
11.6000,680,572,-0.5380
11.6400,656,557,-0.5875
11.6800,643,548,-0.6152
11.7200,640,546,-0.6215
11.7600,648,551,-0.6050
11.8000,667,563,-0.5657
11.8400,696,579,-0.5076
11.8800,736,600,-0.4284
11.9200,786,621,-0.3334
11.9600,845,639,-0.2255
12.0000,910,650,-0.1103
12.0400,977,653,0.0070
12.0800,1045,648,0.1263
12.1200,1108,637,0.2382
12.1600,1163,620,0.3389
12.2000,1210,600,0.4284
12.2400,1247,583,0.4996
12.2800,1273,568,0.5521
12.3200,1289,558,0.5851
12.3600,1293,556,0.5928
12.4000,1285,560,0.5773
12.4400,1267,572,0.5395
12.4800,1237,588,0.4801
12.5200,1196,606,0.4017
12.5600,1145,626,0.3057
12.6000,1086,642,0.1988
12.6400,1021,652,0.0839
12.6800,954,653,-0.0332
12.7200,888,648,-0.1488
12.7600,827,635,-0.2577
12.8000,773,617,-0.3571
12.8400,728,597,-0.4433
12.8800,693,580,-0.5113
12.9200,668,566,-0.5614
12.9600,653,556,-0.5928
13.0000,649,553,-0.6016
13.0400,655,556,-0.5899
13.0800,671,567,-0.5560
13.1200,699,582,-0.5005
13.1600,736,601,-0.4276
13.2000,784,621,-0.3367
13.2400,841,638,-0.2327
13.2800,903,649,-0.1226
13.3200,969,654,-0.0070
13.3600,1034,650,0.1068
13.4000,1096,639,0.2170
13.4400,1151,624,0.3168
13.4800,1197,606,0.4033
13.5200,1235,590,0.4754
13.5600,1263,575,0.5308
13.6000,1279,565,0.5638
13.6400,1285,562,0.5754
13.6800,1279,565,0.5638
13.7200,1262,575,0.5293
13.7600,1234,590,0.4738
13.8000,1195,608,0.3987
13.8400,1147,626,0.3090
13.8800,1090,641,0.2060
13.9200,1027,651,0.0945
13.9600,962,653,-0.0192
14.0000,897,649,-0.1330
14.0400,837,637,-0.2399
14.0800,784,621,-0.3367
14.1200,739,603,-0.4214
14.1600,703,586,-0.4910
14.2000,678,571,-0.5419
14.2400,663,561,-0.5734
14.2800,657,558,-0.5851
14.3200,662,560,-0.5759
14.3600,677,570,-0.5443
14.4000,703,584,-0.4926
14.4400,739,602,-0.4221
14.4800,784,620,-0.3373
14.5200,838,637,-0.2382
14.5600,898,649,-0.1313
14.6000,962,653,-0.0192
14.6400,1025,651,0.0910
14.6800,1086,642,0.1988
14.7200,1141,628,0.2980
14.7600,1188,610,0.3860
14.8000,1226,595,0.4574
14.8400,1253,581,0.5105
14.8800,1270,571,0.5449
14.9200,1276,567,0.5575
14.9600,1271,570,0.5473
15.0000,1256,578,0.5176
15.0400,1229,592,0.4644
15.0800,1192,608,0.3938
15.1200,1145,626,0.3057
15.1600,1090,641,0.2060
15.2000,1029,651,0.0979
15.2400,966,653,-0.0122
15.2800,904,649,-0.1209
15.3200,845,639,-0.2255
15.3600,793,623,-0.3206
15.4000,749,605,-0.4040
15.4400,714,588,-0.4723
15.4800,688,575,-0.5233
15.5200,672,565,-0.5564
15.5600,667,561,-0.5675
15.6000,671,563,-0.5597
15.6400,685,572,-0.5305
15.6800,710,584,-0.4818
15.7200,744,601,-0.4148
15.7600,787,620,-0.3323
15.8000,838,636,-0.2386
15.8400,896,647,-0.1352
15.8800,958,652,-0.0263
15.9200,1019,650,0.0807
15.9600,1078,642,0.1850
16.0000,1132,630,0.2819
16.0400,1178,613,0.3678
16.0800,1215,596,0.4393
16.1200,1243,584,0.4926
16.1600,1260,575,0.5263
16.2000,1267,572,0.5395
16.2400,1262,574,0.5302
16.2800,1247,582,0.5005
16.3200,1222,593,0.4527
16.3600,1186,608,0.3841
16.4000,1142,626,0.3007
16.4400,1088,641,0.2025
16.4800,1030,650,0.0998
16.5200,969,653,-0.0070
16.5600,908,649,-0.1139
16.6000,852,639,-0.2135
16.6400,801,625,-0.3062
16.6800,758,609,-0.3867
16.7200,724,592,-0.4534
16.7600,698,580,-0.5037
16.8000,683,570,-0.5353
16.8400,677,567,-0.5470
16.8800,681,569,-0.5392
16.9200,694,576,-0.5133
16.9600,718,589,-0.4652
17.0000,750,604,-0.4030
17.0400,792,621,-0.3234
17.0800,842,636,-0.2318
17.1200,898,647,-0.1317
17.1600,957,652,-0.0280
17.2000,1016,651,0.0753
17.2400,1074,643,0.1778
17.2800,1126,631,0.2713
17.3200,1171,615,0.3551
17.3600,1207,602,0.4221
17.4000,1234,589,0.4746
17.4400,1251,580,0.5083
17.4800,1257,577,0.5200
17.5200,1253,579,0.5122
17.5600,1239,586,0.4848
17.6000,1214,598,0.4362
17.6400,1179,612,0.3701
17.6800,1136,628,0.2896
17.7200,1084,642,0.1953
17.7600,1027,650,0.0946
17.8000,968,653,-0.0087
17.8400,910,649,-0.1105
17.8800,855,640,-0.2080
17.9200,806,627,-0.2968
17.9600,763,611,-0.3772
18.0000,730,597,-0.4401
18.0400,705,585,-0.4887
18.0800,690,576,-0.5194
18.1200,685,572,-0.5305
18.1600,688,574,-0.5242
18.2000,702,582,-0.4958
18.2400,724,594,-0.4519
18.2800,757,608,-0.3890
18.3200,798,624,-0.3118
18.3600,846,638,-0.2242
18.4000,900,648,-0.1280
18.4400,958,653,-0.0262
18.4800,1016,651,0.0753
18.5200,1072,644,0.1741
18.5600,1122,633,0.2636
18.6000,1166,618,0.3450
18.6400,1201,606,0.4097
18.6800,1227,594,0.4597
18.7200,1243,586,0.4910
18.7600,1249,583,0.5027
18.8000,1245,585,0.4949
18.8400,1230,592,0.4660
18.8800,1206,604,0.4191
18.9200,1171,618,0.3532
18.9600,1128,632,0.2742
19.0000,1078,645,0.1841
19.0400,1022,653,0.0855
19.0800,965,654,-0.0140
19.1200,908,651,-0.1135
19.1600,855,642,-0.2073
19.2000,807,628,-0.2946
19.2400,766,614,-0.3704
19.2800,734,600,-0.4316
19.3200,711,588,-0.4770
19.3600,697,580,-0.5052
19.4000,692,577,-0.5154
19.4400,696,579,-0.5076
19.4800,709,586,-0.4817
19.5200,732,598,-0.4362
19.5600,764,612,-0.3750
19.6000,805,626,-0.2990
19.6400,852,640,-0.2132
19.6800,905,649,-0.1192
19.7200,961,653,-0.0210
19.7600,1018,652,0.0786
19.8000,1072,645,0.1738
19.8400,1121,634,0.2615
19.8800,1163,621,0.3383
19.9200,1197,608,0.4019
19.9600,1222,597,0.4496
20.0000,1237,589,0.4793
20.0400,1243,587,0.4902
20.0800,1238,589,0.4808
20.1200,1223,596,0.4519
20.1600,1198,607,0.4042
20.2000,1164,620,0.3406
20.2400,1121,634,0.2615
20.2800,1072,645,0.1738
20.3200,1018,653,0.0785
20.3600,961,654,-0.0209
20.4000,906,650,-0.1172
20.4400,855,641,-0.2077
20.4800,808,628,-0.2930
20.5200,770,614,-0.3639
20.5600,739,601,-0.4229
20.6000,717,590,-0.4660
20.6400,703,582,-0.4943
20.6800,699,580,-0.5022
20.7200,704,582,-0.4928
20.7600,718,590,-0.4644
20.8000,741,601,-0.4197
20.8400,774,613,-0.3579
20.8800,813,629,-0.2841
20.9200,860,641,-0.1991
20.9600,912,649,-0.1070
21.0000,967,653,-0.0105
21.0400,1021,651,0.0840
21.0800,1074,644,0.1775
21.1200,1121,634,0.2615
21.1600,1160,619,0.3345
21.2000,1193,608,0.3955
21.2400,1217,598,0.4410
21.2800,1231,591,0.4683
21.3200,1235,589,0.4762
21.3600,1230,591,0.4668
21.4000,1214,599,0.4355
21.4400,1189,609,0.3883
21.4800,1154,621,0.3234
21.5200,1112,635,0.2458
21.5600,1064,646,0.1597
21.6000,1011,652,0.0665
21.6400,957,653,-0.0280
21.6800,903,649,-0.1226
21.7200,854,640,-0.2097
21.7600,809,628,-0.2913
21.8000,772,613,-0.3612
21.8400,743,601,-0.4164
21.8800,722,592,-0.4566
21.9200,710,585,-0.4810
21.9600,707,583,-0.4873
22.0000,713,586,-0.4755
22.0400,727,593,-0.4479
22.0800,751,604,-0.4014
22.1200,783,617,-0.3407
22.1600,822,631,-0.2679
22.2000,868,643,-0.1847
22.2400,919,650,-0.0946
22.2800,972,653,-0.0017
22.3200,1025,651,0.0910
22.3600,1075,644,0.1792
22.4000,1120,633,0.2603
22.4400,1158,620,0.3306
22.4800,1189,609,0.3883
22.5200,1211,600,0.4300
22.5600,1224,594,0.4550
22.6000,1227,593,0.4605
22.6400,1220,596,0.4472
22.6800,1204,603,0.4166
22.7200,1178,614,0.3672
22.7600,1143,624,0.3034
22.8000,1102,636,0.2284
22.8400,1054,647,0.1421
22.8800,1003,652,0.0525
22.9200,950,652,-0.0403
22.9600,899,647,-0.1300
23.0000,851,638,-0.2156
23.0400,809,627,-0.2918
23.0800,774,614,-0.3573
23.1200,746,603,-0.4102
23.1600,727,593,-0.4479
23.2000,716,588,-0.4692
23.2400,714,587,-0.4731
23.2800,721,590,-0.4597
23.3200,736,598,-0.4298
23.3600,760,608,-0.3841
23.4000,792,620,-0.3240
23.4400,832,633,-0.2501
23.4800,877,644,-0.1689
23.5200,927,651,-0.0805
23.5600,978,652,0.0088
23.6000,1030,650,0.0998
23.6400,1078,643,0.1847
23.6800,1121,632,0.2624
23.7200,1157,621,0.3284
23.7600,1186,611,0.3821
23.8000,1206,602,0.4205
23.8400,1217,597,0.4417
23.8800,1219,597,0.4449
23.9200,1211,600,0.4300
23.9600,1193,607,0.3961
24.0000,1167,617,0.3473
24.0400,1132,629,0.2824
24.0800,1091,640,0.2080
24.1200,1044,648,0.1246
24.1600,993,652,0.0350
24.2000,942,652,-0.0542
24.2400,893,647,-0.1404
24.2800,847,637,-0.2229
24.3200,807,626,-0.2957
24.3600,774,615,-0.3567
24.4000,748,604,-0.4063
24.4400,731,596,-0.4393
24.4800,722,591,-0.4574
24.5200,721,591,-0.4589
24.5600,729,594,-0.4440
24.6000,746,602,-0.4109
24.6400,771,612,-0.3635
24.6800,803,625,-0.3029
24.7200,842,635,-0.2322
24.7600,887,645,-0.1513
24.8000,936,651,-0.0648
24.8400,986,652,0.0228
24.8800,1036,649,0.1105
24.9200,1082,642,0.1919
24.9600,1122,631,0.2646
25.0000,1157,622,0.3278
25.0400,1184,612,0.3782
25.0800,1202,604,0.4127
25.1200,1211,600,0.4300
25.1600,1211,600,0.4300
25.2000,1202,604,0.4127
25.2400,1184,612,0.3782
25.2800,1156,622,0.3262
25.3200,1121,632,0.2624
25.3600,1079,642,0.1867
25.4000,1033,649,0.1052
25.4400,984,652,0.0193
25.4800,934,651,-0.0683
25.5200,887,646,-0.1511
25.5600,843,636,-0.2301
25.6000,806,625,-0.2979
25.6400,774,615,-0.3567
25.6800,751,605,-0.4007
25.7200,735,597,-0.4322
25.7600,728,594,-0.4456
25.8000,729,594,-0.4440
25.8400,738,598,-0.4266
25.8800,755,606,-0.3936
25.9200,781,617,-0.3440
25.9600,814,627,-0.2834
26.0000,854,638,-0.2105
26.0400,898,646,-0.1320
26.0800,946,651,-0.0473
26.1200,995,652,0.0385
26.1600,1042,648,0.1211
26.2000,1086,640,0.1995
26.2400,1125,631,0.2696
26.2800,1157,622,0.3278
26.3200,1182,613,0.3743
26.3600,1198,606,0.4049
26.4000,1205,603,0.4182
26.4400,1204,604,0.4159
26.4800,1193,608,0.3955
26.5200,1172,616,0.3561
26.5600,1144,625,0.3046
26.6000,1109,635,0.2407
26.6400,1067,644,0.1654
26.6800,1022,650,0.0859
26.7200,974,652,0.0018
26.7600,926,650,-0.0824
26.8000,880,644,-0.1637
26.8400,839,635,-0.2373
26.8800,803,624,-0.3034
26.9200,774,615,-0.3567
26.9600,752,605,-0.3991
27.0000,739,599,-0.4243
27.0400,733,596,-0.4361
27.0800,736,597,-0.4306
27.1200,747,602,-0.4093
27.1600,765,611,-0.3740
27.2000,792,620,-0.3240
27.2400,826,631,-0.2612
27.2800,865,641,-0.1905
27.3200,909,648,-0.1124
27.3600,956,651,-0.0298
27.4000,1004,651,0.0543
27.4400,1049,647,0.1335
27.4800,1091,638,0.2088
27.5200,1127,630,0.2735
27.5600,1158,621,0.3301
27.6000,1180,613,0.3711
27.6400,1194,608,0.3971
27.6800,1199,605,0.4072
27.7200,1196,607,0.4010
27.7600,1183,612,0.3766
27.8000,1162,620,0.3373
27.8400,1133,629,0.2841
27.8800,1096,638,0.2173
27.9200,1054,646,0.1424
27.9600,1009,651,0.0631
28.0000,963,652,-0.0175
28.0400,916,649,-0.1000
28.0800,873,643,-0.1761
28.1200,834,633,-0.2467
28.1600,800,623,-0.3090
28.2000,774,614,-0.3573
28.2400,755,606,-0.3936
28.2800,743,601,-0.4164
28.3200,740,599,-0.4227
28.3600,744,601,-0.4148
28.4000,756,606,-0.3919
28.4400,776,615,-0.3534
28.4800,804,624,-0.3017
28.5200,838,633,-0.2399
28.5600,878,643,-0.1675
28.6000,922,648,-0.0897
28.6400,968,651,-0.0088
28.6800,1013,650,0.0702
28.7200,1057,644,0.1481
28.7600,1096,637,0.2177
28.8000,1131,629,0.2807
28.8400,1159,621,0.3317
28.8800,1178,613,0.3678
28.9200,1190,609,0.3899
28.9600,1193,608,0.3955
29.0000,1187,610,0.3844
29.0400,1173,615,0.3584
29.0800,1150,624,0.3151
29.1200,1120,632,0.2607
29.1600,1083,640,0.1943
29.2000,1042,647,0.1213
29.2400,998,651,0.0438
29.2800,952,651,-0.0368
29.3200,908,648,-0.1141
29.3600,867,641,-0.1871
29.4000,829,632,-0.2556
29.4400,798,622,-0.3129
29.4800,774,614,-0.3573
29.5200,757,606,-0.3903
29.5600,748,602,-0.4077
29.6000,746,601,-0.4116
29.6400,752,604,-0.3998
29.6800,766,610,-0.3730
29.7200,788,619,-0.3312
29.7600,816,627,-0.2800
29.8000,851,638,-0.2156
29.8400,891,645,-0.1444
29.8800,934,650,-0.0684
29.9200,979,652,0.0105
29.9600,1023,650,0.0876
30.0000,1065,643,0.1623
30.0400,1102,636,0.2284
30.0800,1134,628,0.2862
30.1200,1159,621,0.3317
30.1600,1177,614,0.3655
30.2000,1186,611,0.3821
30.2400,1187,611,0.3838
30.2800,1179,614,0.3688
30.3200,1163,620,0.3389
30.3600,1139,627,0.2951
30.4000,1108,635,0.2390
30.4400,1070,642,0.1712
30.4800,1029,649,0.0983
30.5200,985,651,0.0210
30.5600,941,652,-0.0560
30.6000,898,647,-0.1317
30.6400,859,639,-0.2015
30.6800,825,630,-0.2633
30.7200,796,622,-0.3162
30.7600,774,614,-0.3573
30.8000,759,608,-0.3857
30.8400,752,605,-0.3991
30.8800,753,604,-0.3982
30.9200,761,608,-0.3825
30.9600,776,615,-0.3534
31.0000,799,623,-0.3106
31.0400,829,632,-0.2556
31.0800,864,640,-0.1926
31.1200,904,648,-0.1211
31.1600,947,652,-0.0455
31.2000,990,652,0.0298
31.2400,1033,649,0.1052
31.2800,1073,643,0.1761
31.3200,1108,636,0.2386
31.3600,1138,629,0.2925
31.4000,1161,622,0.3345
31.4400,1176,616,0.3627
31.4800,1182,614,0.3737
31.5200,1181,615,0.3714
31.5600,1171,618,0.3532
31.6000,1153,624,0.3201
31.6400,1128,633,0.2737
31.6800,1095,640,0.2149
31.7200,1057,647,0.1473
31.7600,1016,652,0.0752
31.8000,973,654,0.0000
31.8400,930,651,-0.0753
31.8800,888,646,-0.1493
31.9200,851,638,-0.2156
31.9600,819,630,-0.2735
32.0000,792,622,-0.3229
32.0400,773,614,-0.3590
32.0800,760,609,-0.3834
32.1200,755,607,-0.3929
32.1600,758,608,-0.3874
32.2000,768,612,-0.3684
32.2400,785,619,-0.3362
32.2800,810,628,-0.2896
32.3200,840,636,-0.2352
32.3600,876,645,-0.1703
32.4000,917,650,-0.0981
32.4400,959,654,-0.0244
32.4800,1002,653,0.0507
32.5200,1043,650,0.1224
32.5600,1081,644,0.1895
32.6000,1114,636,0.2488
32.6400,1142,629,0.2991
32.6800,1161,622,0.3345
32.7200,1174,617,0.3588
32.7600,1178,616,0.3659
32.8000,1174,617,0.3588
32.8400,1162,622,0.3361
32.8800,1142,628,0.2997
32.9200,1115,636,0.2505
32.9600,1082,644,0.1912
33.0000,1044,650,0.1241
33.0400,1002,654,0.0506
33.0800,960,654,-0.0227
33.1200,918,651,-0.0962
33.1600,878,646,-0.1666
33.2000,843,637,-0.2297
33.2400,813,629,-0.2841
33.2800,789,621,-0.3284
33.3200,771,614,-0.3623
33.3600,762,609,-0.3802
33.4000,759,608,-0.3857
33.4400,763,610,-0.3779
33.4800,775,615,-0.3551
33.5200,795,623,-0.3173
33.5600,821,631,-0.2696
33.6000,853,640,-0.2115
33.6400,889,647,-0.1473
33.6800,929,652,-0.0769
33.7200,972,653,-0.0017
33.7600,1013,651,0.0701
33.8000,1053,648,0.1402
33.8400,1089,642,0.2039
33.8800,1120,634,0.2598
33.9200,1144,627,0.3035
33.9600,1161,621,0.3350
34.0000,1171,618,0.3532
34.0400,1173,617,0.3571
34.0800,1167,619,0.3461
34.1200,1152,624,0.3184
34.1600,1131,631,0.2797
34.2000,1102,638,0.2276
34.2400,1068,645,0.1669
34.2800,1030,650,0.0998
34.3200,989,653,0.0280
34.3600,947,652,-0.0455
34.4000,907,648,-0.1159
34.4400,869,643,-0.1830
34.4800,836,635,-0.2424
34.5200,808,627,-0.2935
34.5600,787,619,-0.3329
34.6000,772,614,-0.3606
34.6400,764,610,-0.3763
34.6800,764,610,-0.3763
34.7200,771,613,-0.3629
34.7600,784,618,-0.3384
34.8000,805,626,-0.2990
34.8400,833,633,-0.2484
34.8800,866,641,-0.1888
34.9200,903,647,-0.1231
34.9600,943,651,-0.0526
35.0000,984,651,0.0193
35.0400,1025,649,0.0913
35.0800,1062,644,0.1568
35.1200,1096,639,0.2170
35.1600,1124,631,0.2679
35.2000,1146,625,0.3079
35.2400,1161,620,0.3356
35.2800,1168,618,0.3483
35.3200,1168,618,0.3483
35.3600,1159,621,0.3317
35.4000,1142,626,0.3007
35.4400,1119,633,0.2586
35.4800,1089,641,0.2043
35.5200,1055,646,0.1441
35.5600,1016,650,0.0754
35.6000,976,651,0.0053
35.6400,936,650,-0.0649
35.6800,897,646,-0.1337
35.7200,861,640,-0.1977
35.7600,831,632,-0.2522
35.8000,805,625,-0.2995
35.8400,786,618,-0.3351
35.8800,773,613,-0.3596
35.9200,768,611,-0.3691
35.9600,770,612,-0.3652
36.0000,779,615,-0.3485
36.0400,795,621,-0.3184
36.0800,818,629,-0.2756
36.1200,846,636,-0.2250
36.1600,880,643,-0.1640
36.2000,917,648,-0.0984
36.2400,957,650,-0.0281
36.2800,997,651,0.0421
36.3200,1036,647,0.1109
36.3600,1071,642,0.1729
36.4000,1103,637,0.2297
36.4400,1128,631,0.2747
36.4800,1147,625,0.3096
36.5200,1159,621,0.3317
36.5600,1164,619,0.3411
36.6000,1161,620,0.3356
36.6400,1150,624,0.3151
36.6800,1132,630,0.2819
36.7200,1107,636,0.2369
36.7600,1076,643,0.1813
36.8000,1041,647,0.1196
36.8400,1002,650,0.0509
36.8800,963,650,-0.0176
36.9200,924,648,-0.0862
36.9600,887,644,-0.1516
37.0000,854,637,-0.2108
37.0400,825,630,-0.2633
37.0800,803,623,-0.3039
37.1200,786,618,-0.3351
37.1600,776,614,-0.3540
37.2000,773,613,-0.3596
37.2400,777,614,-0.3524
37.2800,789,618,-0.3301
37.3200,806,625,-0.2979
