t,x,y,theta
89.4800,892,647,-0.1466
89.5200,892,647,-0.1466
89.5600,896,647,-0.1397
89.6000,903,648,-0.1272
89.6400,911,649,-0.1130
89.6800,922,650,-0.0935
89.7200,935,652,-0.0704
89.7600,948,652,-0.0476
89.8000,963,653,-0.0211
89.8400,977,653,0.0035
89.8800,991,653,0.0282
89.9200,1004,652,0.0511
89.9600,1015,651,0.0706
